customer_id,segment,age,risk_score,tenure_months,churn_label
C004891,mass,35,23.2,234,0
C004892,mass,60,78.63,208,0
C004893,mass,62,67.83,190,0
C004894,mass,25,41.43,129,0
C004895,private,75,37.69,165,1
C004896,mass,25,34.37,166,0
C004897,mass,21,10.3,167,0
C004898,private,72,92.1,169,0
C004899,mass,50,9.32,1,0
C004900,mass,20,11.44,14,0
C004901,business,51,63.08,11,0
C004902,mass,19,51.32,139,1
C004903,mass,22,45.43,103,0
C004904,mass,44,55.03,167,0
C004905,private,54,84.24,84,0
C004906,affluent,29,45.76,133,1
C004907,mass,39,95.14,48,0
C004908,mass,35,8.88,108,0
C004909,mass,55,68.54,185,0
C004910,mass,25,17.15,121,0
C004911,mass,53,3.31,35,0
C004912,affluent,35,45.63,163,0
C004913,affluent,54,19.46,231,0
C004914,private,48,32.61,153,0
C004915,mass,59,25.31,134,0
C004916,affluent,28,8.12,3,0
C004917,affluent,70,93.04,37,0
C004918,mass,41,21.49,153,0
C004919,mass,27,95.68,118,1
C004920,mass,53,90.95,146,1
C004921,mass,63,5.88,157,0
C004922,mass,18,13.19,194,0
C004923,mass,26,84.45,229,0
C004924,affluent,50,22.23,196,1
C004925,mass,23,69.99,209,0
C004926,mass,35,67.97,63,0
C004927,private,52,84.04,231,0
C004928,mass,40,87.43,146,0
C004929,mass,51,36.94,183,0
C004930,mass,30,96.07,60,0
C004931,mass,47,60.43,160,0
C004932,business,62,7.37,96,0
C004933,mass,49,96.78,219,0
C004934,private,43,74.85,66,0
C004935,mass,29,16.58,106,0
C004936,mass,42,41.7,19,0
C004937,business,61,58.34,46,0
C004938,mass,57,98.53,233,0
C004939,private,44,58.8,189,0
C004940,mass,53,24.79,83,0
C004941,affluent,53,55.6,119,0
C004942,affluent,39,37.22,200,0
C004943,mass,33,25.48,45,0
C004944,mass,34,89.52,209,0
C004945,mass,56,52.79,49,0
C004946,business,34,99.1,104,0
C004947,mass,22,28.96,13,1
C004948,affluent,57,92.99,38,0
C004949,affluent,32,95.66,79,0
C004950,affluent,30,87.07,188,0
C004951,business,44,11.82,53,1
C004952,mass,38,15.23,163,0
C004953,affluent,30,59.14,139,0
C004954,mass,60,38.37,41,0
C004955,affluent,36,29.69,3,0
C004956,mass,59,15.13,133,0
C004957,mass,32,3.1,239,0
C004958,mass,56,94.24,27,0
C004959,mass,57,40.07,235,0
C004960,business,59,92.12,210,0
C004961,mass,41,40.23,34,0
C004962,private,58,24.6,240,0
C004963,mass,44,10.05,135,0
C004964,mass,48,15.29,196,0
C004965,affluent,46,84.96,2,0
C004966,mass,37,49.08,31,0
C004967,affluent,32,65.66,124,0
C004968,affluent,53,9.69,14,0
C004969,mass,59,16.96,128,0
C004970,business,39,41.9,194,0
C004971,mass,20,14.66,86,0
C004972,affluent,65,59.76,19,0
C004973,mass,30,21.0,11,0
C004974,mass,36,85.18,80,0
C004975,mass,53,60.89,200,0
C004976,mass,46,74.98,137,0
C004977,mass,32,31.52,17,0
C004978,business,55,41.35,20,0
C004979,affluent,58,62.99,236,0
C004980,affluent,50,8.98,178,0
C004981,mass,52,59.31,21,0
C004982,mass,34,3.7,209,0
C004983,mass,50,0.15,89,0
C004984,mass,65,80.78,83,1
C004985,private,52,71.83,159,0
C004986,mass,56,66.64,236,0
C004987,mass,48,0.27,73,0
C004988,mass,18,71.68,82,0
C004989,private,52,98.47,195,0
C004990,mass,63,54.59,46,0
C004991,mass,61,20.9,98,0
C004992,mass,65,73.14,62,0
C004993,mass,52,55.47,176,0
C004994,business,26,66.01,137,0
C004995,mass,38,15.74,179,0
C004996,mass,42,28.25,112,0
C004997,affluent,41,72.24,88,0
C004998,affluent,31,93.25,155,0
C004999,business,26,50.31,130,0
C005000,business,52,48.74,130,0
C005001,affluent,58,99.24,11,0
C005002,mass,61,71.56,154,1
C005003,affluent,68,88.57,73,0
C005004,private,47,68.07,234,0
C005005,mass,24,9.62,138,0
C005006,mass,21,34.29,205,0
C005007,mass,25,11.14,168,0
C005008,mass,47,79.87,173,0
C005009,business,45,22.59,232,0
C005010,mass,48,95.2,94,1
C005011,affluent,31,86.35,174,0
C005012,private,75,89.54,21,0
C005013,mass,42,74.59,211,1
C005014,mass,33,57.66,108,0
C005015,private,59,99.78,34,0
C005016,private,55,70.31,148,0
C005017,mass,32,97.62,36,1
C005018,affluent,62,30.12,34,1
C005019,mass,46,0.59,233,0
C005020,mass,39,92.81,14,0
C005021,mass,43,23.87,213,1
C005022,mass,64,53.09,165,1
C005023,mass,35,83.74,160,0
C005024,mass,31,58.66,152,0
C005025,mass,65,23.73,8,0
C005026,mass,56,26.23,41,0
C005027,affluent,57,75.7,146,0
C005028,mass,32,85.75,148,0
C005029,mass,43,4.17,160,0
C005030,affluent,36,86.3,119,0
C005031,mass,49,93.44,170,0
C005032,mass,58,59.05,36,0
C005033,mass,53,96.26,73,0
C005034,affluent,42,51.38,32,0
C005035,mass,25,71.84,153,0
C005036,mass,51,21.14,227,0
C005037,affluent,49,39.81,104,0
C005038,mass,61,37.1,32,0
C005039,mass,38,69.94,98,0
C005040,mass,44,10.25,108,0
C005041,affluent,55,3.05,3,0
C005042,mass,27,75.78,231,0
C005043,business,37,35.33,17,1
C005044,mass,22,37.45,51,0
C005045,affluent,42,67.94,163,1
C005046,business,31,31.6,14,0
C005047,mass,21,37.34,46,0
C005048,mass,33,59.07,79,1
C005049,mass,63,37.54,68,0
C005050,affluent,34,68.0,82,0
C005051,affluent,57,58.35,82,0
C005052,affluent,33,75.85,239,0
C005053,mass,43,43.47,191,0
C005054,business,50,58.07,110,0
C005055,mass,53,23.51,226,0
C005056,mass,34,62.72,144,0
C005057,mass,18,37.43,120,0
C005058,mass,33,99.38,178,0
C005059,mass,64,8.87,68,0
C005060,mass,59,10.03,48,1
C005061,mass,45,48.89,56,0
C005062,mass,62,70.65,179,0
C005063,mass,26,21.03,221,0
C005064,mass,29,86.86,236,0
C005065,mass,28,81.55,240,0
C005066,affluent,52,61.73,152,0
C005067,affluent,56,47.34,61,0
C005068,mass,32,72.09,223,0
C005069,mass,26,23.83,47,0
C005070,mass,62,99.16,17,1
C005071,mass,29,51.63,76,0
C005072,mass,49,65.98,155,0
C005073,mass,56,0.91,173,0
C005074,mass,23,32.83,69,0
C005075,affluent,52,5.76,238,0
C005076,mass,62,60.94,18,0
C005077,mass,25,2.95,184,0
C005078,affluent,43,21.34,40,0
C005079,mass,58,72.47,39,0
C005080,business,54,46.69,53,0
C005081,business,57,69.98,9,0
C005082,business,44,73.01,8,0
C005083,business,38,55.85,14,0
C005084,mass,39,61.44,44,0
C005085,mass,26,63.02,22,0
C005086,affluent,58,79.11,77,1
C005087,affluent,59,27.02,173,0
C005088,mass,41,50.63,110,0
C005089,mass,54,92.6,216,0
C005090,business,25,84.28,63,0
C005091,affluent,60,66.24,92,0
C005092,mass,43,88.3,204,0
C005093,mass,22,28.27,115,0
C005094,mass,59,58.62,27,0
C005095,mass,55,69.9,147,0
C005096,affluent,62,70.81,216,0
C005097,business,41,59.87,181,0
C005098,mass,65,62.02,81,1
C005099,affluent,46,59.72,205,1
C005100,affluent,54,77.51,112,0
C005101,mass,65,22.24,152,0
C005102,mass,26,10.08,184,0
C005103,mass,52,80.56,20,0
C005104,affluent,49,61.59,144,0
C005105,business,26,0.41,19,0
C005106,mass,65,69.9,236,0
C005107,private,47,81.66,136,0
C005108,affluent,59,30.02,212,0
C005109,private,56,39.77,119,0
C005110,affluent,32,84.72,199,0
C005111,mass,26,20.5,135,0
C005112,mass,21,32.98,140,0
C005113,business,49,52.22,99,0
C005114,affluent,40,69.79,66,0
C005115,mass,37,46.75,148,0
C005116,mass,35,39.14,193,0
C005117,affluent,56,62.35,146,0
C005118,affluent,62,24.14,1,0
C005119,private,63,15.42,102,0
C005120,affluent,62,5.94,226,1
C005121,mass,43,13.24,26,1
C005122,mass,38,73.25,176,0
C005123,mass,39,49.93,238,0
C005124,mass,38,75.16,92,0
C005125,private,46,25.48,111,0
C005126,mass,42,52.38,87,1
C005127,mass,51,85.58,75,0
C005128,affluent,54,38.26,66,0
C005129,mass,34,86.16,67,0
C005130,mass,57,47.23,76,0
C005131,mass,30,20.16,105,0
C005132,business,26,51.26,60,0
C005133,affluent,30,73.02,116,0
C005134,mass,30,4.56,160,0
C005135,mass,27,91.63,132,0
C005136,mass,20,79.73,86,1
C005137,affluent,62,22.33,156,0
C005138,affluent,32,21.26,172,0
C005139,mass,45,63.8,211,0
C005140,mass,54,87.76,35,0
C005141,affluent,37,55.52,29,0
C005142,mass,35,52.66,77,0
C005143,mass,31,35.39,198,1
C005144,mass,37,98.79,4,0
C005145,mass,58,95.33,147,0
C005146,mass,39,58.45,161,1
C005147,affluent,70,98.26,1,1
C005148,mass,35,14.71,224,0
C005149,affluent,42,96.94,91,1
C005150,business,33,33.21,72,0
C005151,mass,47,19.12,80,0
C005152,mass,54,74.41,171,0
C005153,mass,45,46.03,157,0
C005154,mass,60,30.88,132,0
C005155,private,68,72.16,52,0
C005156,mass,64,12.91,156,0
C005157,mass,43,69.63,207,0
C005158,business,51,15.92,166,0
C005159,affluent,55,3.11,165,0
C005160,mass,63,62.27,72,0
C005161,mass,48,29.25,133,0
C005162,mass,46,19.25,1,0
C005163,mass,55,21.36,165,0
C005164,business,30,98.17,136,1
C005165,business,30,46.87,129,0
C005166,mass,42,82.33,211,0
C005167,mass,57,54.88,215,0
C005168,mass,27,23.56,118,0
C005169,affluent,58,11.9,160,0
C005170,mass,27,88.39,59,0
C005171,mass,21,3.59,209,0
C005172,affluent,48,82.39,224,0
C005173,affluent,68,44.8,172,0
C005174,private,64,98.44,149,0
C005175,mass,58,79.11,108,0
C005176,mass,55,52.48,210,0
C005177,private,74,68.55,216,0
C005178,mass,50,6.63,150,0
C005179,mass,21,55.78,78,0
C005180,mass,63,62.72,43,0
C005181,mass,50,26.36,132,0
C005182,mass,19,86.12,5,0
C005183,affluent,37,23.78,103,0
C005184,affluent,68,78.64,155,0
C005185,mass,65,8.82,225,0
C005186,affluent,64,64.7,139,0
C005187,mass,59,78.41,26,0
C005188,mass,19,64.89,126,0
C005189,mass,63,76.04,153,0
C005190,mass,47,58.61,57,1
C005191,mass,53,14.4,142,0
C005192,mass,35,90.53,131,0
C005193,affluent,70,30.38,231,0
C005194,mass,63,31.62,108,1
C005195,mass,57,41.38,133,0
C005196,affluent,40,33.83,177,0
C005197,mass,46,23.61,26,0
C005198,affluent,70,89.88,56,0
C005199,mass,58,4.27,217,0
C005200,affluent,30,35.75,165,0
C005201,mass,56,67.55,190,0
C005202,mass,35,26.34,80,0
C005203,mass,31,10.47,20,0
C005204,mass,48,95.1,167,0
C005205,business,34,93.62,166,0
C005206,affluent,40,40.06,114,0
C005207,mass,43,81.91,199,0
C005208,mass,20,58.28,113,1
C005209,private,63,53.77,224,0
C005210,private,54,80.43,161,0
C005211,mass,36,26.34,122,0
C005212,mass,32,81.94,109,0
C005213,affluent,47,81.44,17,0
C005214,mass,57,31.93,56,0
C005215,affluent,41,86.86,91,0
C005216,mass,46,70.64,42,0
C005217,mass,27,66.25,60,0
C005218,mass,53,77.4,54,0
C005219,affluent,33,33.14,95,0
C005220,business,35,99.59,59,0
C005221,mass,42,85.45,189,0
C005222,mass,58,73.89,138,0
C005223,mass,42,2.4,120,0
C005224,business,49,84.66,182,0
C005225,mass,25,34.54,162,0
C005226,mass,59,8.23,161,0
C005227,mass,57,11.49,17,0
C005228,mass,28,89.76,20,0
C005229,mass,54,55.18,166,1
C005230,affluent,34,22.79,196,0
C005231,mass,48,38.66,228,0
C005232,mass,53,20.34,125,0
C005233,affluent,36,59.15,185,0
C005234,private,53,66.44,62,0
C005235,business,26,81.19,109,0
C005236,business,26,57.51,166,0
C005237,mass,29,11.66,229,0
C005238,mass,47,12.31,192,0
C005239,mass,45,95.25,1,0
C005240,mass,43,91.53,72,0
C005241,mass,20,13.44,218,0
C005242,affluent,42,26.87,151,0
C005243,mass,31,72.52,109,1
C005244,mass,49,35.81,190,0
C005245,mass,46,61.43,84,0
C005246,mass,43,12.03,76,0
C005247,mass,33,77.69,90,0
C005248,mass,43,90.8,112,0
C005249,private,59,81.36,29,0
C005250,mass,26,37.96,18,0
C005251,mass,40,73.51,165,0
C005252,mass,39,35.6,195,0
C005253,mass,61,43.87,218,0
C005254,private,54,60.79,7,0
C005255,mass,53,32.34,46,0
C005256,affluent,32,72.86,54,0
C005257,affluent,45,77.95,237,0
C005258,affluent,53,48.11,47,0
C005259,mass,54,0.08,121,0
C005260,affluent,32,25.27,93,0
C005261,mass,62,8.37,176,0
C005262,mass,30,14.88,24,0
C005263,mass,55,45.8,133,0
C005264,mass,31,6.35,224,0
C005265,affluent,65,32.22,63,0
C005266,mass,45,9.48,50,0
C005267,mass,41,50.2,16,0
C005268,mass,48,96.5,22,0
C005269,mass,38,9.21,17,0
C005270,mass,52,41.26,162,0
C005271,mass,49,79.84,20,0
C005272,mass,57,67.14,162,1
C005273,mass,26,33.07,117,0
C005274,affluent,63,65.17,1,0
C005275,mass,55,65.65,63,0
C005276,business,48,94.21,46,0
C005277,affluent,53,3.32,48,0
C005278,mass,50,43.17,86,0
C005279,business,46,91.0,5,0
C005280,affluent,36,16.82,190,0
C005281,mass,27,2.73,105,0
C005282,mass,22,25.61,190,1
C005283,mass,24,98.31,103,0
C005284,mass,65,51.93,33,0
C005285,mass,20,3.15,82,0
C005286,mass,26,18.42,46,0
C005287,mass,59,2.75,170,0
C005288,affluent,32,11.39,54,0
C005289,mass,32,57.59,50,0
C005290,mass,29,51.7,30,0
C005291,affluent,66,25.42,214,0
C005292,private,56,12.62,78,0
C005293,mass,37,60.94,110,0
C005294,affluent,65,51.2,110,0
C005295,mass,21,72.97,150,0
C005296,business,54,63.67,122,0
C005297,mass,33,27.67,147,0
C005298,mass,29,62.18,213,0
C005299,mass,23,33.46,46,0
C005300,business,50,37.09,86,0
C005301,mass,49,76.4,100,1
C005302,business,40,87.23,131,0
C005303,mass,44,30.01,69,0
C005304,mass,32,24.92,218,0
C005305,mass,36,87.82,200,0
C005306,business,50,43.43,82,0
C005307,affluent,63,58.06,177,0
C005308,affluent,68,88.07,148,0
C005309,mass,33,15.41,52,0
C005310,private,59,49.39,152,0
C005311,mass,48,8.18,165,1
C005312,mass,44,95.09,191,0
C005313,mass,38,27.15,169,0
C005314,mass,50,74.91,64,0
C005315,affluent,34,39.33,138,1
C005316,mass,55,63.89,158,0
C005317,mass,52,78.73,20,0
C005318,mass,32,67.38,129,0
C005319,mass,50,65.58,178,0
C005320,mass,19,49.71,54,1
C005321,mass,48,69.11,199,0
C005322,affluent,34,27.39,158,1
C005323,mass,53,90.38,5,0
C005324,mass,64,27.51,54,0
C005325,mass,36,39.82,51,0
C005326,mass,46,39.69,83,0
C005327,mass,65,57.82,213,0
C005328,mass,62,29.65,193,0
C005329,mass,30,59.78,118,0
C005330,mass,55,63.06,77,0
C005331,mass,54,26.23,217,0
C005332,affluent,35,18.15,106,0
C005333,affluent,46,56.72,23,0
C005334,mass,61,2.56,175,0
C005335,private,56,22.07,29,0
C005336,mass,24,16.98,202,0
C005337,affluent,53,77.61,64,1
C005338,mass,55,3.39,194,0
C005339,mass,35,97.21,56,0
C005340,mass,48,65.68,53,0
C005341,business,31,28.14,212,0
C005342,mass,34,8.86,16,0
C005343,business,56,60.05,10,0
C005344,mass,52,9.11,103,0
C005345,mass,59,71.04,170,0
C005346,affluent,31,84.84,168,0
C005347,private,37,15.05,144,0
C005348,affluent,54,92.58,104,0
C005349,business,29,87.62,155,0
C005350,mass,25,95.48,198,0
C005351,mass,65,93.45,78,0
C005352,mass,21,20.95,51,0
C005353,mass,48,56.55,172,1
C005354,mass,55,9.97,236,0
C005355,mass,38,78.72,26,1
C005356,private,66,11.6,225,0
C005357,mass,55,68.18,238,0
C005358,affluent,36,30.35,119,1
C005359,affluent,61,55.56,168,1
C005360,mass,26,84.04,118,1
C005361,private,43,90.86,240,0
C005362,affluent,66,21.31,112,0
C005363,mass,49,38.06,221,0
C005364,mass,33,55.41,21,0
C005365,mass,37,61.47,29,0
C005366,affluent,64,99.88,44,0
C005367,mass,40,28.4,13,0
C005368,mass,39,21.78,14,0
C005369,mass,60,18.55,18,0
C005370,mass,40,33.71,83,0
C005371,mass,65,31.19,20,0
C005372,mass,36,48.66,208,0
C005373,mass,55,54.28,181,0
C005374,mass,40,42.59,155,0
C005375,mass,56,22.09,15,0
C005376,mass,58,70.08,88,1
C005377,mass,60,91.7,54,0
C005378,mass,36,88.65,219,0
C005379,business,30,45.57,100,0
C005380,mass,41,40.51,7,0
C005381,mass,48,2.26,11,0
C005382,mass,59,92.1,29,0
C005383,affluent,52,50.92,108,1
C005384,private,67,44.51,207,0
C005385,mass,58,98.05,106,1
C005386,mass,61,27.19,206,0
C005387,affluent,62,14.07,121,0
C005388,mass,64,11.13,90,0
C005389,private,43,22.94,142,0
C005390,mass,27,28.39,138,0
C005391,mass,27,52.6,92,0
C005392,business,44,3.19,70,0
C005393,mass,53,26.8,155,0
C005394,affluent,34,70.45,240,0
C005395,mass,38,19.42,200,0
C005396,business,35,76.61,136,0
C005397,mass,18,79.15,112,0
C005398,mass,60,35.94,126,0
C005399,mass,47,52.42,8,1
C005400,mass,22,2.37,77,0
C005401,mass,63,94.32,63,0
C005402,mass,26,78.66,131,0
C005403,affluent,69,26.26,121,0
C005404,mass,36,73.28,161,0
C005405,mass,23,64.16,173,1
C005406,mass,19,38.55,194,0
C005407,mass,53,64.25,7,0
C005408,affluent,63,58.52,30,0
C005409,affluent,70,62.06,232,0
C005410,affluent,43,82.2,104,0
C005411,mass,39,55.25,89,1
C005412,business,62,57.22,179,0
C005413,affluent,45,18.66,230,0
C005414,affluent,66,96.47,146,0
C005415,mass,40,89.39,134,0
C005416,mass,18,37.73,187,0
C005417,mass,47,24.06,116,0
C005418,affluent,30,8.3,82,0
C005419,mass,32,41.83,144,0
C005420,mass,53,5.86,92,0
C005421,mass,35,19.45,186,1
C005422,mass,58,61.29,102,0
C005423,mass,49,85.97,47,0
C005424,mass,18,53.15,173,0
C005425,mass,34,17.41,78,0
C005426,mass,35,8.0,182,0
C005427,mass,39,34.2,224,1
C005428,mass,52,33.8,118,1
C005429,mass,19,38.42,214,0
C005430,mass,18,16.22,43,0
C005431,mass,31,22.16,37,1
C005432,mass,56,29.11,47,0
C005433,business,45,64.0,236,0
C005434,affluent,42,4.61,6,0
C005435,business,52,39.23,232,0
C005436,private,40,44.26,26,0
C005437,mass,56,13.88,34,0
C005438,mass,47,54.16,197,1
C005439,mass,61,24.07,46,1
C005440,private,48,47.48,214,0
C005441,mass,26,81.94,193,0
C005442,mass,32,58.64,129,0
C005443,mass,40,0.76,39,0
C005444,mass,55,4.87,148,1
C005445,mass,41,61.9,126,0
C005446,mass,21,0.21,166,1
C005447,mass,59,34.16,26,0
C005448,mass,39,37.66,184,0
C005449,affluent,32,51.41,95,0
C005450,mass,18,72.71,149,0
C005451,business,34,22.69,74,0
C005452,affluent,41,13.67,60,0
C005453,mass,58,46.87,235,0
C005454,affluent,46,33.15,75,0
C005455,mass,33,44.39,201,0
C005456,affluent,50,19.58,158,0
C005457,affluent,33,67.01,128,0
C005458,mass,45,34.0,89,0
C005459,mass,44,6.69,7,0
C005460,affluent,33,82.14,166,0
C005461,mass,44,66.22,205,0
C005462,affluent,36,24.59,173,1
C005463,mass,53,67.98,114,0
C005464,mass,48,63.26,53,0
C005465,mass,30,68.4,32,0
C005466,mass,22,86.9,97,0
C005467,affluent,46,64.71,95,0
C005468,mass,23,8.31,217,0
C005469,mass,19,4.0,192,0
C005470,mass,33,56.98,138,0
C005471,mass,33,70.3,19,0
C005472,mass,40,59.94,161,0
C005473,mass,57,20.87,123,0
C005474,affluent,44,10.33,169,0
C005475,mass,49,41.27,146,0
C005476,mass,31,91.93,36,0
C005477,mass,35,66.73,8,1
C005478,affluent,38,70.03,101,0
C005479,mass,32,87.15,95,0
C005480,mass,29,99.34,81,0
C005481,business,40,48.9,214,0
C005482,mass,42,61.36,106,0
C005483,mass,36,58.87,41,0
C005484,mass,54,28.8,95,0
C005485,affluent,54,62.55,81,1
C005486,mass,26,97.07,108,0
C005487,mass,39,85.87,37,0
C005488,affluent,54,76.59,193,1
C005489,mass,49,17.93,60,0
C005490,affluent,67,44.08,200,0
C005491,mass,35,86.65,19,0
C005492,mass,45,86.87,169,1
C005493,mass,27,78.74,75,1
C005494,private,35,28.69,89,0
C005495,business,54,85.8,36,0
C005496,mass,36,69.81,14,0
C005497,mass,59,61.1,35,0
C005498,mass,61,84.09,37,0
C005499,affluent,69,73.11,40,0
C005500,affluent,45,31.67,184,0
C005501,business,53,1.18,51,0
C005502,mass,26,84.87,201,0
C005503,business,37,0.43,18,0
C005504,business,34,2.71,216,0
C005505,mass,61,51.8,129,0
C005506,business,41,77.32,223,0
C005507,mass,31,42.29,116,0
C005508,affluent,60,16.64,177,0
C005509,mass,64,74.01,22,0
C005510,affluent,49,64.01,65,0
C005511,mass,45,87.67,154,0
C005512,mass,41,91.72,72,0
C005513,mass,25,86.71,38,0
C005514,mass,23,90.81,239,0
C005515,mass,59,96.91,224,1
C005516,mass,39,29.18,29,1
C005517,mass,51,71.54,230,0
C005518,affluent,31,21.67,135,1
C005519,affluent,30,28.58,164,0
C005520,mass,35,24.2,90,0
C005521,mass,39,7.58,55,0
C005522,affluent,68,65.45,71,0
C005523,mass,37,45.81,91,0
C005524,mass,57,63.92,27,0
C005525,business,45,38.14,115,0
C005526,mass,46,54.89,10,0
C005527,mass,20,15.48,119,0
C005528,affluent,53,89.75,135,0
C005529,affluent,41,48.37,27,0
C005530,mass,51,92.78,109,1
C005531,business,52,11.28,146,0
C005532,mass,42,43.85,149,0
C005533,affluent,70,19.92,106,0
C005534,mass,64,32.08,8,0
C005535,mass,31,37.49,66,0
C005536,mass,55,34.78,84,0
C005537,mass,41,24.69,62,0
C005538,business,62,77.05,131,0
C005539,mass,43,65.95,25,0
C005540,mass,48,33.52,12,0
C005541,mass,35,92.9,110,0
C005542,mass,31,0.43,224,0
C005543,affluent,60,34.1,41,1
C005544,business,55,75.39,111,0
C005545,mass,32,25.5,18,0
C005546,mass,63,6.12,82,0
C005547,mass,37,42.65,62,0
C005548,mass,30,94.14,2,0
C005549,mass,48,12.51,185,0
C005550,affluent,42,55.56,184,0
C005551,affluent,58,46.91,236,0
C005552,affluent,35,87.88,129,0
C005553,mass,62,73.25,168,0
C005554,mass,18,78.02,16,0
C005555,mass,27,7.32,212,0
C005556,mass,27,19.35,173,0
C005557,mass,61,96.43,90,0
C005558,affluent,70,44.7,121,0
C005559,mass,63,90.33,240,0
C005560,mass,58,47.47,97,0
C005561,mass,40,77.19,104,0
C005562,affluent,30,60.73,186,0
C005563,affluent,43,19.48,200,0
C005564,mass,63,36.66,42,1
C005565,business,33,98.64,98,0
C005566,affluent,57,62.41,178,0
C005567,mass,55,7.59,67,0
C005568,mass,18,45.87,93,0
C005569,affluent,43,42.13,196,0
C005570,mass,58,58.67,22,0
C005571,business,31,4.39,102,0
C005572,affluent,54,0.89,130,0
C005573,mass,53,57.18,54,0
C005574,affluent,49,59.79,222,0
C005575,mass,32,31.86,130,0
C005576,mass,49,89.44,154,0
C005577,mass,43,47.2,24,0
C005578,affluent,60,92.41,163,0
C005579,mass,33,81.23,6,0
C005580,private,66,69.27,210,0
C005581,affluent,37,77.87,37,0
C005582,mass,34,85.83,152,0
C005583,business,56,66.98,75,0
C005584,mass,62,88.06,173,0
C005585,affluent,53,66.41,23,1
C005586,mass,19,31.96,151,0
C005587,mass,35,20.85,37,0
C005588,mass,59,20.29,15,1
C005589,private,47,98.84,82,0
C005590,private,48,38.14,183,0
C005591,affluent,28,8.94,15,0
C005592,mass,21,52.63,153,1
C005593,mass,46,52.1,187,1
C005594,mass,52,96.72,45,0
C005595,mass,32,33.59,72,0
C005596,mass,56,75.6,160,0
C005597,affluent,42,4.94,68,0
C005598,affluent,54,42.47,63,0
C005599,affluent,62,91.62,7,0
C005600,mass,26,98.5,173,0
C005601,mass,40,85.3,222,0
C005602,affluent,57,89.41,66,0
C005603,affluent,50,91.14,57,0
C005604,mass,23,3.63,90,0
C005605,affluent,43,0.84,157,0
C005606,mass,56,44.79,129,0
C005607,mass,53,58.45,32,0
C005608,affluent,55,60.64,122,0
C005609,business,47,64.76,194,0
C005610,affluent,59,42.71,177,0
C005611,private,65,39.81,230,0
C005612,mass,31,40.92,61,0
C005613,mass,60,66.68,7,0
C005614,mass,58,16.15,237,0
C005615,mass,29,42.51,112,0
C005616,mass,50,1.12,180,0
C005617,affluent,53,8.56,102,0
C005618,business,36,55.03,165,0
C005619,mass,52,96.75,1,0
C005620,mass,33,80.84,145,0
C005621,mass,39,62.25,123,0
C005622,mass,56,83.59,98,0
C005623,mass,30,91.21,95,0
C005624,business,45,2.93,19,0
C005625,business,43,12.48,113,0
C005626,mass,42,32.97,142,0
C005627,mass,26,59.02,221,0
C005628,mass,23,53.44,113,0
C005629,mass,37,52.56,11,1
C005630,mass,20,0.44,155,0
C005631,mass,63,63.86,134,0
C005632,business,56,34.96,119,0
C005633,business,26,77.39,151,0
C005634,mass,64,87.72,88,0
C005635,mass,50,39.14,161,1
C005636,mass,54,75.42,6,0
C005637,mass,40,14.92,47,0
C005638,mass,44,60.47,211,0
C005639,mass,42,16.81,11,0
C005640,mass,58,19.56,35,0
C005641,affluent,52,65.12,109,0
C005642,mass,54,45.12,62,0
C005643,mass,58,28.83,7,0
C005644,affluent,33,80.68,196,0
C005645,mass,60,96.1,95,0
C005646,business,56,25.57,185,0
C005647,mass,31,36.19,78,0
C005648,mass,34,33.03,17,0
C005649,mass,53,97.52,170,0
C005650,affluent,60,19.86,192,0
C005651,private,53,56.16,220,0
C005652,mass,40,65.49,110,0
C005653,mass,49,21.58,101,0
C005654,affluent,43,15.43,221,0
C005655,affluent,51,52.45,2,0
C005656,business,43,24.37,198,0
C005657,private,74,56.09,169,0
C005658,affluent,43,87.13,187,0
C005659,mass,39,86.65,9,0
C005660,mass,37,31.91,16,0
C005661,mass,56,17.49,69,0
C005662,mass,18,5.11,51,0
C005663,mass,56,75.85,146,0
C005664,mass,32,91.47,126,0
C005665,business,62,31.47,163,0
C005666,affluent,68,96.95,2,0
C005667,mass,22,42.17,86,0
C005668,mass,40,3.85,34,0
C005669,affluent,47,99.25,6,0
C005670,affluent,34,31.17,88,0
C005671,mass,47,59.66,198,1
C005672,affluent,42,82.44,193,0
C005673,mass,39,18.81,205,0
C005674,affluent,35,14.22,169,0
C005675,mass,28,40.11,48,1
C005676,private,44,55.14,216,0
C005677,affluent,70,34.39,178,0
C005678,mass,32,52.85,142,0
C005679,affluent,46,34.22,21,0
C005680,mass,20,79.82,211,0
C005681,business,39,32.42,21,1
C005682,mass,37,34.4,92,0
C005683,mass,62,45.38,9,0
C005684,business,55,18.65,217,0
C005685,mass,33,44.23,99,0
C005686,mass,23,66.78,213,0
C005687,mass,64,72.19,223,0
C005688,affluent,44,88.3,45,0
C005689,affluent,44,52.57,131,1
C005690,business,50,15.98,151,0
C005691,mass,54,23.4,155,1
C005692,affluent,43,92.29,154,0
C005693,mass,65,49.41,16,1
C005694,mass,39,72.11,211,1
C005695,mass,26,91.44,181,0
C005696,affluent,34,94.76,195,0
C005697,mass,51,91.98,136,0
C005698,business,47,85.02,24,0
C005699,affluent,31,14.52,156,0
C005700,affluent,51,4.62,174,0
C005701,mass,64,23.75,64,0
C005702,mass,41,44.16,120,0
C005703,mass,25,71.83,75,0
C005704,mass,58,25.88,230,0
C005705,mass,30,64.69,64,0
C005706,mass,32,91.54,22,0
C005707,private,45,66.45,150,0
C005708,mass,59,10.72,5,1
